OP Type,category,total_duration_us,pct_of_total,n_invocations,mean_duration_us,std_duration_us
hcom_reduceScatter_,comm,16088493.722000001,30.412159109312025,5015,3208.074520837488,2729.617489309352
hcom_allGather_,comm,13160107.456,24.876616093663877,9851,1335.9158923967111,1377.3375572552095
RINGMLAPrefillBF16Kernel,comm,58588.835999999996,0.11075076593558733,427,137.2103887587822,77.8016692932462
reduce_scatterAicpuKernel,comm,34210.398,0.06466808423129083,195,175.43793846153847,79.30463635408668
allgatherAicpuKernel,comm,13383.32,0.025298555867555802,73,183.3331506849315,99.22532070378328

