scenario,total_us,compute_us,compute_pct,comm_us,comm_pct,fused_us,fused_pct,n_kernels
profiler_decode_batch1,3848049.21,57137.92,1.4848541918724578,2976315.476,77.3460866421716,814595.814,21.169059165955936,7594
profiler_decode_batch16,8254042.381999999,176882.72999999998,2.1429830598609105,4214060.288,51.05450266635183,3863099.364,46.80251427378727,18550
profiler_decode_batch32,12666045.512,182197.37399999998,1.4384708615438297,9050842.74,71.45752580333851,3433005.398,27.104003335117653,22911
profiler_decode_batch4,6812329.323999999,128797.59800000001,1.8906543103581765,2548396.348,37.40859002546954,4135135.378,60.7007556641723,15625
profiler_decode_batch8,6312745.104,129309.544,2.0483884882040377,1870848.588,29.636054635162722,4312586.972,68.31555687663324,14882
profiler_prefill_input1024,5131003.2700000005,101656.654,1.9812237227437974,3039989.7300000004,59.24747208356389,1989356.8860000002,38.771304193692316,11812
profiler_prefill_input256,5480593.448,86987.38799999999,1.5871892127255631,3413323.106,62.28017345905494,1980282.954,36.132637328219495,11387
profiler_prefill_input4096,4396709.41,170887.326,3.8867095835655876,2241007.456,50.970106209498155,1984814.6279999998,45.14318420693624,14785
